1758442458.879323 server started (15738): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1758442458.879368 on Linux 6.8.0-79-generic #79-Ubuntu SMP PREEMPT_DYNAMIC Tue Aug 12 14:42:46 UTC 2025
1758442458.879382 using libevent 2.1.12-stable poll
1758442458.879390 using ncurses 6.4 20240113
1758442458.925569 cmd_parse_build_commands 0:3: %%
1758442458.925575 args_parse_flags: next -X
1758442458.925580 args_parse_flags: -X
1758442458.925584 args_parse_flags: next jump-to-forward
1758442458.925594 args_parse: flags end at 2 of 4
1758442458.925599 args_parse: 2 = jump-to-forward (type STRING)
1758442458.925604 args_parse: 3 = %% (type STRING)
1758442458.925611 cmd_parse_build_commands: send-keys -X jump-to-forward "%%"
1758442458.925616 args_parse_flags: next -1p(jump to forward)
1758442458.925620 args_parse_flags: -1
1758442458.925625 args_parse_flag_argument: -p = (jump to forward)
1758442458.925630 args_parse: flags end at 2 of 3
1758442458.925637 args_parse: 2 = send-keys -X jump-to-forward "%%" (type COMMANDS)
1758442458.925646 cmd_parse_build_commands: command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward "%%" }
1758442458.925651 args_parse_flags: next -Tcopy-mode
1758442458.925656 args_parse_flag_argument: -T = copy-mode
1758442458.925660 args_parse_flags: next t
1758442458.925665 args_parse: flags end at 2 of 4
1758442458.925669 args_parse: 2 = t (type STRING)
1758442458.925679 args_parse: 3 = command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward "%%" } (type COMMANDS)
1758442458.925691 cmd_parse_build_commands: bind-key -T copy-mode t { command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward "%%" } }
1758442458.925696 cmdq_get_command: [bind-key/0x5fbe1f934920] group 1547
1758442458.925701 cmdq_append <global>: [bind-key/0x5fbe1f934920]
1758442458.925707 yylex_token: end at WS
1758442458.925711 yylex_token: bind
1758442458.925716 yylex_token: end at WS
1758442458.925721 yylex_token: -Tcopy-mode
1758442458.925725 yylex_token: end at WS
1758442458.925729 yylex_token: Home
1758442458.925734 yylex_token: end at WS
1758442458.925738 yylex_token: send
1758442458.925743 yylex_token: end at WS
1758442458.925747 yylex_token: -X
1758442458.925752 yylex_token: end at WS
1758442458.925756 yylex_token: start-of-line
1758442458.925762 cmd_parse_build_commands 0:0: bind
1758442458.925767 cmd_parse_build_commands 0:1: -Tcopy-mode
1758442458.925771 cmd_parse_build_commands 0:2: Home
1758442458.925776 cmd_parse_build_commands 0:3 0:0: send
1758442458.925780 cmd_parse_build_commands 0:3 0:1: -X
1758442458.925785 cmd_parse_build_commands 0:3 0:2: start-of-line
1758442458.925790 cmd_parse_build_commands 0:0: send
1758442458.925795 cmd_parse_build_commands 0:1: -X
1758442458.925800 cmd_parse_build_commands 0:2: start-of-line
1758442458.925805 args_parse_flags: next -X
1758442458.925810 args_parse_flags: -X
1758442458.925814 args_parse_flags: next start-of-line
1758442458.925818 args_parse: flags end at 2 of 3
1758442458.925823 args_parse: 2 = start-of-line (type STRING)
1758442458.925830 cmd_parse_build_commands: send-keys -X start-of-line
1758442458.925835 args_parse_flags: next -Tcopy-mode
1758442458.925839 args_parse_flag_argument: -T = copy-mode
1758442458.925844 args_parse_flags: next Home
1758442458.925849 args_parse: flags end at 2 of 4
1758442458.925853 args_parse: 2 = Home (type STRING)
1758442458.925859 args_parse: 3 = send-keys -X start-of-line (type COMMANDS)
1758442458.925868 cmd_parse_build_commands: bind-key -T copy-mode Home { send-keys -X start-of-line }
1758442458.925874 cmdq_get_command: [bind-key/0x5fbe1f934290] group 1559
1758442458.925879 cmdq_append <global>: [bind-key/0x5fbe1f934290]
1758442458.925884 yylex_token: end at WS
1758442458.925888 yylex_token: bind
1758442458.925893 yylex_token: end at WS
1758442458.925915 yylex_token: -Tcopy-mode
1758442458.925920 yylex_token: end at WS
1758442458.925924 yylex_token: End
1758442458.925929 yylex_token: end at WS
1758442458.925934 yylex_token: send
1758442458.925938 yylex_token: end at WS
1758442458.925944 yylex_token: -X
1758442458.925948 yylex_token: end at WS
1758442458.925953 yylex_token: end-of-line
1758442458.925958 cmd_parse_build_commands 0:0: bind
1758442458.925963 cmd_parse_build_commands 0:1: -Tcopy-mode
1758442458.925967 cmd_parse_build_commands 0:2: End
1758442458.925972 cmd_parse_build_commands 0:3 0:0: send
1758442458.925977 cmd_parse_build_commands 0:3 0:1: -X
1758442458.925982 cmd_parse_build_commands 0:3 0:2: end-of-line
1758442458.925986 cmd_parse_build_commands 0:0: send
1758442458.925997 cmd_parse_build_commands 0:1: -X
1758442458.926001 cmd_parse_build_commands 0:2: end-of-line
1758442458.926007 args_parse_flags: next -X
1758442458.926012 args_parse_flags: -X
1758442458.926016 args_parse_flags: next end-of-line
1758442458.926021 args_parse: flags end at 2 of 3
1758442458.926025 args_parse: 2 = end-of-line (type STRING)
1758442458.926032 cmd_parse_build_commands: send-keys -X end-of-line
1758442458.926037 args_parse_flags: next -Tcopy-mode
1758442458.926042 args_parse_flag_argument: -T = copy-mode
1758442458.926046 args_parse_flags: next End
1758442458.926050 args_parse: flags end at 2 of 4
1758442458.926055 args_parse: 2 = End (type STRING)
1758442458.926061 args_parse: 3 = send-keys -X end-of-line (type COMMANDS)
1758442458.926070 cmd_parse_build_commands: bind-key -T copy-mode End { send-keys -X end-of-line }
1758442458.926076 cmdq_get_command: [bind-key/0x5fbe1f935340] group 1567
1758442458.926080 cmdq_append <global>: [bind-key/0x5fbe1f935340]
1758442458.926089 yylex_token: end at WS
1758442458.926094 yylex_token: bind
1758442458.926098 yylex_token: end at WS
1758442458.926103 yylex_token: -Tcopy-mode
1758442458.926108 yylex_token: end at WS
1758442458.926112 yylex_token: MouseDown1Pane
1758442458.926117 yylex_token: end at EOF
1758442458.926122 yylex_token: select-pane
1758442458.926127 cmd_parse_build_commands 0:0: bind
1758442458.926132 cmd_parse_build_commands 0:1: -Tcopy-mode
1758442458.926136 cmd_parse_build_commands 0:2: MouseDown1Pane
1758442458.926141 cmd_parse_build_commands 0:3: select-pane
1758442458.926146 args_parse_flags: next -Tcopy-mode
1758442458.926151 args_parse_flag_argument: -T = copy-mode
1758442458.926155 args_parse_flags: next MouseDown1Pane
1758442458.926160 args_parse: flags end at 2 of 4
1758442458.926164 args_parse: 2 = MouseDown1Pane (type STRING)
1758442458.926169 args_parse: 3 = select-pane (type STRING)
1758442458.926177 cmd_parse_build_commands: bind-key -T copy-mode MouseDown1Pane select-pane
1758442458.926183 cmdq_get_command: [bind-key/0x5fbe1f935920] group 1575
1758442458.926187 cmdq_append <global>: [bind-key/0x5fbe1f935920]
1758442458.926193 yylex_token: end at WS
1758442458.926197 yylex_token: bind
1758442458.926202 yylex_token: end at WS
1758442458.926206 yylex_token: -Tcopy-mode
1758442458.926211 yylex_token: end at WS
1758442458.926215 yylex_token: MouseDrag1Pane
1758442458.926220 yylex_token: end at ;
1758442458.926224 yylex_token: select-pane
1758442458.926229 yylex_token: end at WS
1758442458.926233 yylex_token: send
1758442458.926238 yylex_token: end at WS
1758442458.926242 yylex_token: -X
1758442458.926247 yylex_token: end at WS
1758442458.926251 yylex_token: begin-selection
1758442458.926257 cmd_parse_build_commands 0:0: bind
1758442458.926261 cmd_parse_build_commands 0:1: -Tcopy-mode
1758442458.926266 cmd_parse_build_commands 0:2: MouseDrag1Pane
1758442458.926271 cmd_parse_build_commands 0:3 0:0: select-pane
1758442458.926276 cmd_parse_build_commands 0:3 1:0: send
1758442458.926280 cmd_parse_build_commands 0:3 1:1: -X
1758442458.926285 cmd_parse_build_commands 0:3 1:2: begin-selection
1758442458.926290 cmd_parse_build_commands 0:0: select-pane
1758442458.926295 cmd_parse_build_commands 1:0: send
1758442458.926299 cmd_parse_build_commands 1:1: -X
1758442458.926304 cmd_parse_build_commands 1:2: begin-selection
1758442458.926310 args_parse: flags end at 1 of 1
1758442458.926317 args_parse_flags: next -X
1758442458.926321 args_parse_flags: -X
1758442458.926326 args_parse_flags: next begin-selection
1758442458.926330 args_parse: flags end at 2 of 3
1758442458.926335 args_parse: 2 = begin-selection (type STRING)
1758442458.926342 cmd_parse_build_commands: select-pane ; send-keys -X begin-selection
1758442458.926347 args_parse_flags: next -Tcopy-mode
1758442458.926352 args_parse_flag_argument: -T = copy-mode
1758442458.926356 args_parse_flags: next MouseDrag1Pane
1758442458.926361 args_parse: flags end at 2 of 4
1758442458.926365 args_parse: 2 = MouseDrag1Pane (type STRING)
1758442458.926371 args_parse: 3 = select-pane ; send-keys -X begin-selection (type COMMANDS)
1758442458.926390 cmd_parse_build_commands: bind-key -T copy-mode MouseDrag1Pane { select-pane ; send-keys -X begin-selection }
1758442458.926395 cmdq_get_command: [bind-key/0x5fbe1f936250] group 1579
1758442458.926400 cmdq_append <global>: [bind-key/0x5fbe1f936250]
1758442458.926406 yylex_token: end at WS
1758442458.926410 yylex_token: bind
1758442458.926415 yylex_token: end at WS
1758442458.926419 yylex_token: -Tcopy-mode
1758442458.926424 yylex_token: end at WS
1758442458.926429 yylex_token: MouseDragEnd1Pane
1758442458.926433 yylex_token: end at WS
1758442458.926437 yylex_token: send
1758442458.926442 yylex_token: end at WS
1758442458.926446 yylex_token: -X
1758442458.926451 yylex_token: end at WS
1758442458.926456 yylex_token: copy-pipe-and-cancel
1758442458.926461 cmd_parse_build_commands 0:0: bind
1758442458.926466 cmd_parse_build_commands 0:1: -Tcopy-mode
1758442458.926470 cmd_parse_build_commands 0:2: MouseDragEnd1Pane
1758442458.926475 cmd_parse_build_commands 0:3 0:0: send
1758442458.926480 cmd_parse_build_commands 0:3 0:1: -X
1758442458.926485 cmd_parse_build_commands 0:3 0:2: copy-pipe-and-cancel
1758442458.926490 cmd_parse_build_commands 0:0: send
1758442458.926494 cmd_parse_build_commands 0:1: -X
1758442458.926499 cmd_parse_build_commands 0:2: copy-pipe-and-cancel
1758442458.926505 args_parse_flags: next -X
1758442458.926509 args_parse_flags: -X
1758442458.926514 args_parse_flags: next copy-pipe-and-cancel
1758442458.926518 args_parse: flags end at 2 of 3
1758442458.926523 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1758442458.926529 cmd_parse_build_commands: send-keys -X copy-pipe-and-cancel
1758442458.926534 args_parse_flags: next -Tcopy-mode
1758442458.926539 args_parse_flag_argument: -T = copy-mode
1758442458.926543 args_parse_flags: next MouseDragEnd1Pane
1758442458.926548 args_parse: flags end at 2 of 4
1758442458.926552 args_parse: 2 = MouseDragEnd1Pane (type STRING)
1758442458.926558 args_parse: 3 = send-keys -X copy-pipe-and-cancel (type COMMANDS)
1758442458.926568 cmd_parse_build_commands: bind-key -T copy-mode MouseDragEnd1Pane { send-keys -X copy-pipe-and-cancel }
1758442458.926573 cmdq_get_command: [bind-key/0x5fbe1f936d60] group 1588
1758442458.926578 cmdq_append <global>: [bind-key/0x5fbe1f936d60]
1758442458.926587 yylex_token: end at WS
1758442458.926592 yylex_token: bind
1758442458.926597 yylex_token: end at WS
1758442458.926601 yylex_token: -Tcopy-mode
1758442458.926606 yylex_token: end at WS
1758442458.926610 yylex_token: WheelUpPane
1758442458.926615 yylex_token: end at ;
1758442458.926619 yylex_token: select-pane
1758442458.926624 yylex_token: end at WS
1758442458.926628 yylex_token: send
1758442458.926633 yylex_token: end at WS
1758442458.926637 yylex_token: -N5
1758442458.926641 yylex_token: end at WS
1758442458.926646 yylex_token: -X
1758442458.926650 yylex_token: end at WS
1758442458.926655 yylex_token: scroll-up
1758442458.926660 cmd_parse_build_commands 0:0: bind
1758442458.926665 cmd_parse_build_commands 0:1: -Tcopy-mode
1758442458.926669 cmd_parse_build_commands 0:2: WheelUpPane
1758442458.926674 cmd_parse_build_commands 0:3 0:0: select-pane
1758442458.926679 cmd_parse_build_commands 0:3 1:0: send
1758442458.926684 cmd_parse_build_commands 0:3 1:1: -N5
1758442458.926688 cmd_parse_build_commands 0:3 1:2: -X
1758442458.926692 cmd_parse_build_commands 0:3 1:3: scroll-up
1758442458.926698 cmd_parse_build_commands 0:0: select-pane
1758442458.926702 cmd_parse_build_commands 1:0: send
1758442458.926707 cmd_parse_build_commands 1:1: -N5
1758442458.926711 cmd_parse_build_commands 1:2: -X
1758442458.926716 cmd_parse_build_commands 1:3: scroll-up
1758442458.926722 args_parse: flags end at 1 of 1
1758442458.926728 args_parse_flags: next -N5
1758442458.926733 args_parse_flag_argument: -N = 5
1758442458.926737 args_parse_flags: next -X
1758442458.926741 args_parse_flags: -X
1758442458.926746 args_parse_flags: next scroll-up
1758442458.926750 args_parse: flags end at 3 of 4
1758442458.926755 args_parse: 3 = scroll-up (type STRING)
1758442458.926763 cmd_parse_build_commands: select-pane ; send-keys -X -N 5 scroll-up
1758442458.926772 args_parse_flags: next -Tcopy-mode
1758442458.926777 args_parse_flag_argument: -T = copy-mode
1758442458.926782 args_parse_flags: next WheelUpPane
1758442458.926786 args_parse: flags end at 2 of 4
1758442458.926791 args_parse: 2 = WheelUpPane (type STRING)
1758442458.926798 args_parse: 3 = select-pane ; send-keys -X -N 5 scroll-up (type COMMANDS)
1758442458.926807 cmd_parse_build_commands: bind-key -T copy-mode WheelUpPane { select-pane ; send-keys -X -N 5 scroll-up }
1758442458.926813 cmdq_get_command: [bind-key/0x5fbe1f937660] group 1596
1758442458.926817 cmdq_append <global>: [bind-key/0x5fbe1f937660]
1758442458.926827 yylex_token: end at WS
1758442458.926831 yylex_token: bind
1758442458.926836 yylex_token: end at WS
1758442458.926841 yylex_token: -Tcopy-mode
1758442458.926845 yylex_token: end at WS
1758442458.926850 yylex_token: WheelDownPane
1758442458.926855 yylex_token: end at ;
1758442458.926859 yylex_token: select-pane
1758442458.926864 yylex_token: end at WS
1758442458.926868 yylex_token: send
1758442458.926873 yylex_token: end at WS
1758442458.926877 yylex_token: -N5
1758442458.926881 yylex_token: end at WS
1758442458.926885 yylex_token: -X
1758442458.926890 yylex_token: end at WS
1758442458.926908 yylex_token: scroll-down
1758442458.926916 cmd_parse_build_commands 0:0: bind
1758442458.926919 cmd_parse_build_commands 0:1: -Tcopy-mode
1758442458.926924 cmd_parse_build_commands 0:2: WheelDownPane
1758442458.926929 cmd_parse_build_commands 0:3 0:0: select-pane
1758442458.926934 cmd_parse_build_commands 0:3 1:0: send
1758442458.926939 cmd_parse_build_commands 0:3 1:1: -N5
1758442458.926944 cmd_parse_build_commands 0:3 1:2: -X
1758442458.926949 cmd_parse_build_commands 0:3 1:3: scroll-down
1758442458.926954 cmd_parse_build_commands 0:0: select-pane
1758442458.926958 cmd_parse_build_commands 1:0: send
1758442458.926963 cmd_parse_build_commands 1:1: -N5
1758442458.926967 cmd_parse_build_commands 1:2: -X
1758442458.926972 cmd_parse_build_commands 1:3: scroll-down
1758442458.926978 args_parse: flags end at 1 of 1
1758442458.926984 args_parse_flags: next -N5
1758442458.926989 args_parse_flag_argument: -N = 5
1758442458.926993 args_parse_flags: next -X
1758442458.926997 args_parse_flags: -X
1758442458.927002 args_parse_flags: next scroll-down
1758442458.927006 args_parse: flags end at 3 of 4
1758442458.927011 args_parse: 3 = scroll-down (type STRING)
1758442458.927018 cmd_parse_build_commands: select-pane ; send-keys -X -N 5 scroll-down
1758442458.927023 args_parse_flags: next -Tcopy-mode
1758442458.927028 args_parse_flag_argument: -T = copy-mode
1758442458.927032 args_parse_flags: next WheelDownPane
1758442458.927036 args_parse: flags end at 2 of 4
1758442458.927041 args_parse: 2 = WheelDownPane (type STRING)
1758442458.927048 args_parse: 3 = select-pane ; send-keys -X -N 5 scroll-down (type COMMANDS)
1758442458.927058 cmd_parse_build_commands: bind-key -T copy-mode WheelDownPane { select-pane ; send-keys -X -N 5 scroll-down }
1758442458.927063 cmdq_get_command: [bind-key/0x5fbe1f937d30] group 1605
1758442458.927068 cmdq_append <global>: [bind-key/0x5fbe1f937d30]
1758442458.927074 yylex_token: end at WS
1758442458.927078 yylex_token: bind
1758442458.927083 yylex_token: end at WS
1758442458.927087 yylex_token: -Tcopy-mode
1758442458.927093 yylex_token: end at WS
1758442458.927097 yylex_token: DoubleClick1Pane
1758442458.927102 yylex_token: end at ;
1758442458.927106 yylex_token: select-pane
1758442458.927110 yylex_token: end at WS
1758442458.927115 yylex_token: send
1758442458.927119 yylex_token: end at WS
1758442458.927124 yylex_token: -X
1758442458.927128 yylex_token: end at ;
1758442458.927132 yylex_token: select-word
1758442458.927137 yylex_token: end at WS
1758442458.927141 yylex_token: run
1758442458.927146 yylex_token: end at ;
1758442458.927150 yylex_token: -d0.3
1758442458.927155 yylex_token: end at WS
1758442458.927159 yylex_token: send
1758442458.927164 yylex_token: end at WS
1758442458.927168 yylex_token: -X
1758442458.927173 yylex_token: end at WS
1758442458.927183 yylex_token: copy-pipe-and-cancel
1758442458.927189 cmd_parse_build_commands 0:0: bind
1758442458.927193 cmd_parse_build_commands 0:1: -Tcopy-mode
1758442458.927198 cmd_parse_build_commands 0:2: DoubleClick1Pane
1758442458.927202 cmd_parse_build_commands 0:3 0:0: select-pane
1758442458.927207 cmd_parse_build_commands 0:3 1:0: send
1758442458.927211 cmd_parse_build_commands 0:3 1:1: -X
1758442458.927216 cmd_parse_build_commands 0:3 1:2: select-word
1758442458.927221 cmd_parse_build_commands 0:3 2:0: run
1758442458.927225 cmd_parse_build_commands 0:3 2:1: -d0.3
1758442458.927230 cmd_parse_build_commands 0:3 3:0: send
